,customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Month-to-month,One year,DSL,Fiber optic,Female
1441,4285-GYRQC,0,1,0,7,1,0,0,0,1,0,1,0,1,Electronic check,0.7133198561368901,-0.749420310677337,1,1,0,0,1,1
1442,2955-PSXOE,0,0,0,1,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.479351007975093,-0.9993136580084953,1,1,0,0,0,1
1443,7016-BPGEU,0,0,0,29,0,0,0,0,0,0,0,0,1,Credit card (automatic),-1.3166850392521752,-0.6939888616971057,1,1,0,1,0,1
1444,4531-AUZNK,0,1,1,51,1,1,1,0,0,1,1,0,1,Mailed check,1.0087743707560675,1.1958378426213654,0,0,1,0,1,1
1445,0556-FJEGU,0,0,0,58,1,0,0,1,1,1,1,0,0,Bank transfer (automatic),0.17718610208074267,0.7765865414277427,0,0,0,1,0,0
1446,5168-MQQCA,0,1,0,72,1,1,0,1,1,1,1,1,1,Bank transfer (automatic),1.451956142684833,2.51991112194041,0,0,1,0,1,1
1447,3694-DELSO,0,1,1,4,0,0,1,0,0,0,1,0,0,Credit card (automatic),-0.8701835536760032,-0.9394080205022253,0,1,0,1,0,0
1448,1135-HIORI,0,1,1,64,1,1,0,1,1,1,1,1,1,Electronic check,1.5498876952833245,2.195102667220064,0,0,1,0,1,1
1449,6952-OMNWB,1,1,0,68,1,1,0,0,1,0,0,0,1,Credit card (automatic),0.5174567509399074,1.455583220844835,0,1,0,0,1,0
1450,9544-PYPSJ,1,1,1,62,1,1,0,1,1,0,0,1,1,Credit card (automatic),1.0403116504064287,1.6451521642559561,0,1,0,0,1,1
1451,7483-IQWIB,0,1,1,37,1,1,0,1,1,0,1,0,1,Electronic check,0.9357406705131247,0.4972473031074837,0,1,0,0,1,0
1452,1985-MBRYP,0,0,0,43,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.4976094330358287,-0.6647192934085382,0,0,0,0,0,1
1453,3227-WLKLI,0,1,1,65,1,1,1,1,1,1,1,1,0,Bank transfer (automatic),0.8892646794494338,1.6207314702320608,0,0,0,1,0,1
1454,1928-BXYIV,0,0,0,1,1,1,1,1,0,0,0,0,0,Electronic check,-0.11992826936213757,-0.981262621541374,0,1,0,1,0,0
1455,6827-IEAUQ,0,1,1,27,1,0,1,1,1,1,0,0,0,Mailed check,0.0460574130081869,-0.18194773934770844,0,0,1,1,0,1
1456,8755-OGKNA,0,1,1,57,1,0,0,0,0,0,0,0,0,Bank transfer (automatic),-1.5025890035069385,-0.4935319915280386,0,0,0,0,0,1
1457,3803-KMQFW,0,1,1,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.4677320102091704,-0.9991593756455283,1,1,0,0,0,1
1458,9839-ETQOE,0,0,1,43,0,0,1,1,1,0,0,0,1,Electronic check,-0.8071089943752797,-0.16502076009648875,0,1,0,1,0,0
1459,8099-MZPUJ,0,1,1,48,1,1,1,1,1,1,1,1,0,Credit card (automatic),1.561506693049247,1.3913797175130598,0,0,0,0,1,0
1460,5514-YQENT,0,0,1,41,1,0,1,1,1,1,1,1,1,Electronic check,1.539928554341105,0.9785641948889117,0,0,0,0,1,0
1461,8871-JLMHM,0,1,0,68,1,1,0,1,1,1,0,0,0,Credit card (automatic),0.8444485452094463,1.7678286831521655,0,0,0,0,1,1
1462,9163-GHAYE,0,0,0,15,1,0,0,1,0,0,0,0,0,Electronic check,-0.5282530479931351,-0.68343154000266,0,1,0,1,0,1
1463,3217-FZDMN,1,0,0,8,1,0,0,0,1,0,1,1,1,Credit card (automatic),0.985536375224222,-0.6807205784819569,1,1,0,0,1,1
1464,5480-HPRRX,1,0,0,3,0,0,0,0,0,0,0,0,0,Electronic check,-1.3100456119573625,-0.9739452294692322,1,1,0,1,0,1
1465,4918-FYJNT,1,1,0,55,1,1,0,1,1,1,0,0,0,Electronic check,0.8527478293279626,1.215563944743555,0,1,0,0,1,1
1466,7721-DVEKZ,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.4976094330358287,-0.9995561017217287,0,1,0,0,0,1
1467,3755-JBMNH,1,1,0,16,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),0.233621234086653,-0.4934438301777718,1,1,0,0,1,0
1468,4106-HADHQ,0,1,1,39,1,0,1,0,1,1,1,1,0,Credit card (automatic),0.5058377531739848,0.3948478947726309,1,0,1,1,0,0
1469,3045-XETSH,0,0,0,10,1,1,0,1,1,0,0,1,1,Electronic check,0.9988152298138476,-0.5879307573261819,1,1,0,0,1,1
1470,0345-XMMUG,0,1,0,46,1,1,0,1,1,1,1,1,1,Credit card (automatic),1.4652349972744592,1.131590258614457,0,0,0,0,1,1
1471,7669-LCRSD,0,1,1,12,1,0,0,0,0,0,1,0,1,Mailed check,-0.2809343812613521,-0.7311047901594157,0,1,0,1,0,0
1472,8402-OOOHJ,0,0,0,41,1,0,0,0,0,0,0,0,0,Mailed check,-1.4644122965617639,-0.6400781960089761,0,0,0,0,0,1
1473,3571-RFHAR,0,0,0,65,1,1,0,1,1,1,1,1,1,Electronic check,1.4735342813929753,2.0515098679730635,1,1,0,0,1,0
1474,4692-NNQRU,0,1,0,21,1,0,0,0,1,1,0,0,0,Electronic check,0.47928004399473306,-0.2401342305237763,0,0,1,0,1,1
1475,5419-CONWX,1,0,0,4,1,0,0,1,1,0,1,1,1,Credit card (automatic),1.1631410553604686,-0.8130066845572446,1,1,0,0,1,1
1476,7503-MIOGA,1,1,0,72,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),0.8328295474435234,1.9440191416603045,0,0,0,1,0,1
1477,5968-HYJRZ,0,1,1,47,1,1,0,0,0,0,0,0,0,Mailed check,-1.334943464312911,-0.49668375980007556,0,0,0,0,0,0
1478,7654-YWJUF,0,1,0,43,1,0,1,0,1,1,0,0,1,Bank transfer (automatic),0.6469255831887605,0.5519073402728808,0,0,1,0,1,0
1479,6859-QNXIQ,0,1,1,72,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),1.604662970465531,2.6277765339918018,0,0,0,0,1,1
1480,3199-NPKCN,0,1,0,67,1,1,1,0,1,1,1,1,1,Electronic check,1.5432482679885113,2.302968079271456,0,0,1,0,1,1
1481,0345-HKJVM,0,0,0,6,1,0,0,0,0,0,1,1,0,Electronic check,0.8145711223827878,-0.7536079748150086,1,1,0,0,1,1
1482,7581-EBBOU,0,0,0,60,1,0,0,1,1,1,1,0,1,Credit card (automatic),0.1788459589044463,0.8540583279746665,0,0,1,1,0,1
1483,5996-NRVXR,1,1,0,40,1,0,1,1,1,1,1,0,1,Credit card (automatic),1.108365780178262,0.8064952795057445,0,0,1,0,1,0
1484,7973-DZRKH,0,0,1,66,1,1,1,0,1,1,0,0,1,Credit card (automatic),0.869346397564995,1.6057881213618435,0,0,0,0,1,1
1485,0823-HSCDJ,1,0,0,52,0,0,0,1,0,0,1,1,1,Electronic check,-0.5182939070509157,0.11623598759207271,1,1,0,1,0,0
1486,8149-RSOUN,0,0,0,1,1,1,0,0,0,0,1,1,1,Electronic check,0.9656180933397828,-0.9668482407727573,1,1,0,0,1,1
1487,5708-EVONK,0,1,1,58,1,1,1,1,0,0,0,1,1,Bank transfer (automatic),0.950679381926454,1.3878312231648227,1,1,0,0,1,1
1488,0301-FIDRB,0,1,1,72,0,0,1,1,1,1,1,1,1,Bank transfer (automatic),-0.03195585770586577,1.0566531108877029,0,0,0,1,0,1
1489,3318-OSATS,1,0,0,35,1,1,0,0,0,0,1,1,1,Electronic check,1.0187335116982867,0.523166740085914,1,1,0,0,1,0
1490,1927-QEWMY,0,1,0,72,1,0,0,0,0,0,0,0,0,Credit card (automatic),-1.4693918670328736,-0.3460160121941665,0,0,0,0,0,1
1491,9701-CDXHR,0,1,0,51,1,0,0,0,0,0,0,0,0,Mailed check,0.14564882243038144,0.6005503652825709,0,1,0,0,1,1
1492,3308-DGHKL,0,0,0,69,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.5092284308017514,-0.3699738591291611,0,0,0,0,0,0
1493,6227-FBDXH,0,1,0,69,1,1,0,0,1,0,1,1,0,Bank transfer (automatic),1.1531819144182494,2.007539394527512,0,0,1,0,1,0
1494,9256-JTBNZ,0,0,0,11,1,0,0,0,0,0,0,0,0,Bank transfer (automatic),-1.4760312943276865,-0.8996472515319123,0,1,0,0,0,1
1495,5351-QESIO,0,0,1,1,0,0,0,0,0,0,0,0,0,Mailed check,-1.3465624620788335,-0.9975504310031599,0,1,0,1,0,0
1496,6496-SLWHQ,1,0,0,3,1,1,0,1,1,0,1,1,1,Electronic check,1.335766165025606,-0.8784224064551874,1,1,0,0,1,0
1497,2153-MREFK,0,1,0,37,1,1,1,0,1,1,0,1,1,Electronic check,1.14322277347603,0.6468350741726249,1,0,1,0,1,1
1498,5167-GBFRE,1,0,0,4,0,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.3133653256047686,-0.9630352623737195,1,1,0,1,0,0
1499,6173-GOLSU,1,1,0,67,1,1,0,0,0,0,1,1,1,Credit card (automatic),0.992175802519035,1.67144628697302,0,1,0,0,1,0
1500,5522-NYKPB,0,1,1,25,1,0,0,0,0,1,1,0,0,Electronic check,0.7017008583709676,-0.03886186786474149,0,1,0,0,1,0
1501,2990-IAJSV,0,0,0,72,1,1,1,1,1,1,1,1,0,Bank transfer (automatic),0.904203390862763,1.9155430255241377,0,0,0,1,0,0
1502,6483-OATDN,0,1,1,8,1,0,1,0,0,0,0,0,1,Credit card (automatic),-0.44692006363167636,-0.8267818955364273,0,1,0,1,0,0
1503,4572-DVCGN,0,0,0,10,1,0,0,0,0,0,0,1,1,Bank transfer (automatic),0.514137037292501,-0.6352954427570039,1,1,0,0,1,1
1504,7787-BNTZM,0,0,0,6,1,0,0,0,0,0,0,0,0,Bank transfer (automatic),-1.4810108647987963,-0.9506926733363718,0,1,0,0,0,0
1505,1309-XGFSN,1,1,1,52,1,1,0,1,1,0,1,1,1,Electronic check,0.5340553191769398,0.7900752280185587,0,0,1,1,0,0
1506,3810-PJUHR,0,1,1,70,1,1,0,0,0,0,0,0,0,Mailed check,-1.308385755133659,-0.25216825483519034,0,0,0,0,0,0
1507,2000-DHJUY,1,1,0,70,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),0.9108428181575761,1.84576331678799,0,0,0,1,0,1
1508,5995-LFTLE,0,0,0,58,1,1,0,0,0,0,0,0,1,Credit card (automatic),-1.3100456119573625,-0.35831452055638086,0,0,0,0,0,0
1509,8205-VSLRB,0,1,0,70,1,1,1,0,1,1,0,1,0,Credit card (automatic),0.41620548469400964,1.4154257257983212,0,0,0,1,0,0
1510,6928-ONTRW,0,1,1,72,1,0,0,0,0,0,0,0,0,Credit card (automatic),-1.4959495762121253,-0.3999927988949961,0,0,0,0,0,1
1511,5498-IBWPI,0,1,1,66,1,0,0,0,0,1,0,0,1,Credit card (automatic),-0.5099946229323995,0.425219479939533,0,0,1,1,0,1
1512,3845-JHAMY,0,1,1,16,0,0,0,0,0,0,0,1,1,Credit card (automatic),-0.9714348199219008,-0.7645840629232213,0,1,0,1,0,1
1513,4504-YOULA,0,1,1,35,1,1,1,1,0,0,0,0,1,Credit card (automatic),-0.17636340136804768,-0.06625800746014016,0,1,0,1,0,1
1514,9776-OJUZI,1,0,0,65,1,1,0,1,1,0,1,0,1,Bank transfer (automatic),1.0187335116982867,1.7350547011904942,0,1,0,0,1,1
1515,3798-EPWRR,1,0,0,2,1,0,0,0,0,0,0,0,0,Electronic check,-0.6909190167160528,-0.9707052998469284,0,1,0,1,0,1
1516,1376-HHBDV,0,0,0,30,1,0,1,0,0,0,0,0,1,Mailed check,-0.5299129048168385,-0.33080817927314876,0,1,0,1,0,1
1517,9436-ZBZCT,0,0,0,14,1,1,0,0,0,1,1,0,1,Electronic check,0.8361492610909301,-0.48877127861363295,1,1,0,0,1,0
1518,4797-MIWUM,0,1,1,7,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.4776911511513897,-0.9312090149274158,0,1,0,0,0,0
1519,7198-GLXTC,0,0,0,2,1,0,0,0,0,0,1,0,0,Electronic check,0.47264061669992,-0.9448960645563317,1,1,0,0,1,0
1520,0455-ENTCR,0,1,0,66,1,1,1,1,0,1,1,1,0,Electronic check,0.6801227196628253,1.4331241168643756,0,0,0,1,0,0
1521,0463-WZZKO,0,0,0,3,1,0,0,0,0,0,0,0,1,Credit card (automatic),-1.4610925829143573,-0.9786398213709377,0,1,0,0,0,0
1522,6849-WLEYG,0,0,1,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.4942897193884221,-0.9995120210465954,1,1,0,0,0,0
1523,9281-CEDRU,0,1,0,68,1,0,0,1,0,1,1,0,0,Bank transfer (automatic),-0.021996716763646413,0.8988222535726188,0,0,0,1,0,1
1524,8861-HGGKB,0,0,0,10,1,1,0,0,0,0,0,1,0,Electronic check,0.7199592834317032,-0.6419736650397118,1,1,0,0,1,1
1525,9139-WQQDY,0,1,1,49,1,1,0,1,0,0,1,1,0,Mailed check,1.184719194068611,1.1701608493561686,1,0,1,0,1,1
1526,8204-TIFGJ,0,0,0,23,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.4760312943276865,-0.8007742972077303,0,1,0,0,0,1
1527,9290-SHCMB,1,0,0,13,1,0,0,0,1,0,1,1,1,Electronic check,1.0652095027619772,-0.4635791727749036,0,1,0,0,1,1
1528,6734-JDTTV,0,1,1,65,1,0,0,0,0,0,0,0,1,Credit card (automatic),-1.4909700057410156,-0.4496937601078874,0,0,0,0,0,0
1529,5697-GOMBF,1,1,1,28,0,0,0,0,0,0,1,0,1,Electronic check,-0.958155965332275,-0.5790264609492383,0,1,0,1,0,1
1530,5644-PDMZC,1,0,0,2,1,1,0,1,0,0,0,1,0,Electronic check,0.8212105496776009,-0.9370276640450225,1,1,0,0,1,1
1531,3987-KQDDU,0,0,0,9,1,0,1,0,0,0,0,0,0,Electronic check,0.3597703526880993,-0.7166022480405321,0,1,0,0,1,0
1532,4176-FXYBO,0,1,0,54,1,1,1,1,1,0,1,1,0,Electronic check,1.486813135982601,1.6890565166888072,0,1,0,0,1,0
1533,0074-HDKDG,0,1,1,25,1,0,1,1,1,0,0,0,1,Bank transfer (automatic),-0.1049895579488083,-0.2980782779866106,0,0,1,1,0,0
1534,1635-HDGFT,0,0,1,19,1,0,0,0,0,0,0,0,0,Mailed check,-1.4693918670328736,-0.832534423641334,0,0,0,0,0,1
1535,2790-XUYMV,0,0,1,71,1,1,1,1,0,0,0,0,1,Credit card (automatic),0.6867621469576384,1.6493839090687608,0,0,1,0,1,0
1536,3982-JGSFD,0,0,0,36,1,0,0,0,0,0,0,0,1,Credit card (automatic),-1.4743714375039831,-0.7014825764697812,0,0,1,0,0,0
1537,8573-CGOCC,0,0,0,16,1,0,0,0,0,0,0,0,0,Credit card (automatic),-1.4942897193884221,-0.8782240434170872,0,1,0,0,0,0
1538,8515-OCTJS,0,0,0,25,1,1,0,0,0,0,0,0,0,Credit card (automatic),-1.3283040370180978,-0.7031356017872831,1,0,0,0,0,1
1539,3115-JPJDD,0,1,0,59,1,0,1,0,1,0,0,0,1,Credit card (automatic),0.5473341737665659,1.0368829280903797,0,0,1,0,1,1
1540,0562-HKHML,0,1,1,71,1,1,0,0,0,0,0,0,0,Credit card (automatic),-1.3565216030210532,-0.29128985401606927,0,0,0,0,0,0
1541,4187-CINZD,1,0,0,46,1,0,0,1,0,0,1,1,0,Credit card (automatic),1.0120940844034738,0.9419992748657691,1,0,1,0,1,1
1542,5840-NVDCG,0,1,1,16,1,0,1,1,0,1,0,1,0,Bank transfer (automatic),0.11577139960372289,-0.5167845476608991,0,0,0,1,0,1
1543,8610-WFCJF,0,1,1,49,1,1,0,0,0,0,1,1,1,Electronic check,1.0237130821693963,1.1003811406200206,1,1,0,0,1,1
1544,6840-RESVB,0,1,1,24,1,1,1,0,1,1,1,1,1,Mailed check,0.665184008249496,-0.13079211585541548,0,0,1,1,0,0
1545,7881-EVUAD,0,0,0,2,0,0,1,1,0,0,0,1,1,Electronic check,-0.7357351509560404,-0.9763035455888682,1,1,0,1,0,1
1546,1697-BCSHV,0,1,1,58,1,1,0,1,0,0,1,0,1,Bank transfer (automatic),0.06763555171632878,0.7419611711104692,0,1,0,1,0,1
1547,7577-SWIFR,0,0,0,1,1,0,0,0,0,0,1,1,1,Electronic check,0.8129112655590847,-0.968875951828893,0,1,0,0,1,0
1548,7460-ITWWP,1,1,0,45,1,0,0,0,1,0,0,1,1,Electronic check,0.7083402856657802,0.6939352755526464,0,1,0,0,1,1
1549,6608-QQLVK,0,0,0,1,1,0,0,0,1,0,0,0,1,Electronic check,-0.4734777728109281,-0.9859572134430795,1,1,0,1,0,0
1550,2761-XECQW,1,1,0,8,0,0,0,1,1,0,0,1,1,Mailed check,-0.7108372986004917,-0.8445023269400479,0,1,0,1,0,0
1551,7270-BDIOA,0,0,0,22,1,1,0,0,0,1,1,0,1,Electronic check,0.8378091179146333,-0.12933745357601378,1,1,0,0,1,1
1552,0052-DCKON,0,1,0,66,1,1,1,1,1,1,1,1,0,Bank transfer (automatic),1.6942952389455064,2.4927353857206773,0,0,1,0,1,0
1553,3235-ETOOB,0,1,0,8,1,0,1,0,0,0,0,0,1,Electronic check,0.32325350256662816,-0.7393699167469252,1,1,0,0,1,0
1554,3865-YIOTT,0,1,1,72,1,1,1,0,1,0,1,1,1,Bank transfer (automatic),1.372283015147077,2.4514538334582627,0,0,1,0,1,0
1555,7771-CFQRQ,0,1,1,47,1,0,0,1,0,1,0,1,0,Bank transfer (automatic),-0.03195585770586577,0.317398148563274,0,0,0,1,0,1
1556,8111-RKSPX,0,0,0,4,1,1,0,0,0,0,0,0,1,Bank transfer (automatic),0.24690008867627913,-0.8735294515153817,1,1,0,0,1,0
1557,6311-UEUME,0,0,0,29,1,0,0,0,0,0,1,0,1,Electronic check,0.4693209030525137,0.042731461807153634,1,1,0,0,1,1
1558,3963-RYFNS,0,0,0,72,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),1.7158733776536486,2.524208987765915,0,0,0,0,1,1
1559,6127-ISGTU,0,1,0,16,1,1,0,0,0,0,1,0,1,Electronic check,0.670163578720606,-0.4006760493595636,1,1,0,0,1,1
1560,4234-XTNEA,0,0,0,2,1,0,0,0,0,0,1,0,1,Electronic check,0.5041778963502817,-0.9313192166152493,0,1,0,0,1,0
1561,7551-JOHTI,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.5025890035069385,-0.9996222227344288,1,1,0,0,0,1
1562,3533-UVMOM,0,1,0,68,1,0,1,1,1,0,0,1,0,Bank transfer (automatic),0.20540366808369806,1.081845216726432,0,0,0,1,0,0
1563,6551-ZCOTS,1,0,0,33,1,1,0,0,0,0,0,0,1,Bank transfer (automatic),-1.3233244665469883,-0.634501990604603,0,0,1,0,0,0
1564,9063-ZGTUY,0,1,1,61,1,0,0,0,0,0,0,0,1,Mailed check,-1.5059087171543448,-0.48694193059559754,1,1,0,0,0,1
1565,4816-LXZYW,0,0,0,23,1,1,0,1,0,0,0,0,1,Electronic check,0.4776201871710299,-0.2690070727361433,1,1,0,0,1,1
1566,6937-GCDGQ,0,1,1,19,1,0,1,0,0,0,0,0,1,Bank transfer (automatic),-0.5249333343457285,-0.5869830228108143,0,0,1,1,0,0
1567,7321-ZNSLA,0,1,1,13,0,0,1,1,0,1,0,0,0,Mailed check,-0.8037892807278735,-0.747987688735502,0,0,0,1,0,0
1568,2057-ZBLPD,0,1,0,21,1,1,0,0,0,0,0,1,1,Electronic check,0.7216191402554063,-0.21093078324790893,1,1,0,0,1,1
1569,0471-ARVMX,1,1,0,62,1,1,1,0,1,0,1,1,1,Electronic check,1.330786594554496,1.7745509861100066,0,0,1,0,1,1
1570,1984-GPTEH,0,0,0,29,1,1,0,0,0,0,0,0,0,Electronic check,-1.315025182428472,-0.6987716149490779,0,1,0,0,0,1
1571,1576-PFZIW,1,1,0,70,1,0,1,1,1,0,1,1,0,Credit card (automatic),1.3473851627915285,2.30307828095929,0,0,0,0,1,0
1572,8378-LKJAF,0,1,1,38,1,1,0,0,1,0,1,1,1,Credit card (automatic),1.2079571896004566,0.7359221186171954,0,1,0,0,1,0
1573,2091-RFFBA,1,0,0,31,1,1,0,0,0,0,0,0,1,Electronic check,0.3033352206821895,-0.030883265665598892,1,1,0,0,1,1
1574,7153-OANIO,0,0,0,1,1,0,0,0,0,0,0,0,0,Electronic check,0.17220653160963323,-0.9773835221296363,1,1,0,0,1,0
1575,3085-QUOZK,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-0.6909190167160528,-0.9888444976643164,1,1,0,1,0,1
1576,3850-OKINF,0,1,1,71,1,1,1,0,0,0,1,0,1,Electronic check,0.04771726983189005,1.0602897665862072,0,0,1,1,0,0
1577,1354-YZFNB,0,1,1,4,1,0,0,0,0,0,0,0,0,Credit card (automatic),-1.5009291466832353,-0.9778904498936701,0,0,0,0,0,0
1578,8183-ONMXC,0,0,0,2,1,0,0,0,0,0,0,1,0,Electronic check,0.5307356055295335,-0.937931317885257,1,1,0,0,1,1
1579,3137-LUPIX,0,0,0,4,1,1,0,0,0,1,1,0,1,Mailed check,-0.01203757582142658,-0.8966938462979754,0,1,0,1,0,1
1580,3705-RHRFR,0,1,0,69,1,1,1,0,0,0,1,1,0,Bank transfer (automatic),1.141562916652327,2.0224827433977293,0,0,0,0,1,1
1581,0083-PIVIK,0,0,0,64,1,1,1,1,1,1,1,0,0,Electronic check,0.5473341737665659,1.4459956740033237,0,0,1,1,0,0
1582,8782-NUUOL,0,0,0,60,1,0,1,0,1,1,1,1,0,Mailed check,0.47264061669992,1.1081393394434964,0,0,1,1,0,0
1583,8000-REIQB,1,0,0,1,1,0,0,0,0,0,0,0,1,Electronic check,0.17220653160963323,-0.9773835221296363,1,1,0,0,1,1
1584,4191-XOVOM,0,0,0,63,1,1,0,1,0,1,1,1,0,Electronic check,1.3490450196152322,1.951005928668946,0,1,0,0,1,0
1585,9631-RXVJM,0,0,0,35,1,0,0,0,0,0,0,0,0,Mailed check,-1.5108882876254546,-0.7093950576562236,0,0,0,0,0,0
1586,2528-HFYZX,1,1,0,17,1,0,0,1,0,0,0,0,1,Electronic check,0.38798791869105476,-0.46452690729027135,1,1,0,0,1,0
1587,4159-NAAIX,0,0,0,63,1,1,0,1,0,0,1,1,0,Bank transfer (automatic),1.0851277846464165,1.7481466617051094,0,0,0,0,1,1
1588,1697-NVVGY,1,1,0,19,1,0,1,0,1,0,1,0,0,Bank transfer (automatic),0.054356697126703116,-0.4413184318325443,0,1,0,1,0,0
1589,0115-TFERT,0,1,0,21,1,1,0,1,1,1,1,1,1,Electronic check,1.5415884111648082,0.013175369130219083,1,1,0,0,1,0
1590,8421-WZOOW,1,1,1,57,1,0,0,1,1,1,1,0,1,Credit card (automatic),1.013753941227177,1.4459515933281901,0,1,0,0,1,1
1591,3345-PBBFH,0,1,0,8,1,0,0,1,0,0,0,0,1,Bank transfer (automatic),-0.5050150524612899,-0.8347825380731365,0,1,0,1,0,0
1592,6490-FGZAT,0,0,0,6,1,0,0,0,0,0,0,0,0,Mailed check,-1.4644122965617639,-0.9600377764646493,0,1,0,0,0,0
1593,5317-FLPJF,0,0,0,66,0,0,1,0,1,1,1,1,1,Bank transfer (automatic),-0.11328884206732451,0.8402610766579169,0,0,0,1,0,1
1594,3795-GWTRD,0,1,1,63,1,0,1,1,1,1,1,0,0,Credit card (automatic),0.3581104958643962,1.0670341098816152,0,0,0,1,0,1
1595,8417-GSODA,0,1,1,28,1,1,0,0,0,0,1,1,0,Bank transfer (automatic),0.9108428181575761,0.12383990405258158,0,0,1,0,1,0
1596,7850-VWJUU,0,0,0,23,1,0,1,0,0,0,0,0,1,Bank transfer (automatic),0.3398520708036606,-0.22424314713819113,0,1,0,0,1,1
1597,1498-DQNRX,0,1,0,29,1,0,0,0,0,0,0,0,0,Mailed check,-1.4909700057410156,-0.7556136455335776,0,1,0,0,0,1
1598,8490-BXHEO,1,0,0,18,1,1,0,1,0,0,0,0,1,Credit card (automatic),0.5240961782347204,-0.385953103865013,0,1,0,0,1,0
1599,3160-TYXLT,0,0,0,53,0,0,1,1,0,0,0,1,1,Bank transfer (automatic),-0.6129057460020005,0.11445072024917054,0,1,0,1,0,0
1600,3468-DRVQJ,0,1,1,10,1,1,1,1,0,0,1,0,0,Electronic check,0.18382552937555574,-0.7101664694710579,0,0,1,1,0,1
1601,4835-YSJMR,0,0,0,39,1,0,0,0,0,1,0,0,1,Bank transfer (automatic),-0.49671576834277364,-0.13932172649372537,0,0,0,1,0,0
1602,6217-TOWGS,0,1,0,17,1,1,0,1,0,0,1,1,1,Bank transfer (automatic),0.3531309253932867,-0.4252289854088589,0,1,0,1,0,1
1603,0048-LUMLS,0,1,1,37,1,0,0,0,0,0,1,1,0,Credit card (automatic),0.8776456816835112,0.42332401090879757,0,0,1,0,1,0
1604,3769-MHZNV,0,1,1,33,1,0,0,0,0,0,0,0,0,Mailed check,-1.4826707216224995,-0.7127231486287943,0,0,0,0,0,1
1605,6668-CNMFP,0,1,1,19,1,1,0,0,0,1,0,1,1,Bank transfer (automatic),0.816230979206491,-0.2646430858979383,0,0,1,0,1,1
1606,0567-GGCAC,0,0,0,7,1,0,1,1,1,0,0,0,0,Electronic check,-0.11162898524362136,-0.8147478712250131,0,1,0,1,0,1
1607,0260-ZDLGK,0,0,1,9,1,0,0,0,1,1,1,1,1,Mailed check,0.27013808420812463,-0.7210764365665706,1,1,0,1,0,1
1608,3308-JSGML,1,1,0,59,0,0,1,0,1,1,1,1,1,Credit card (automatic),-0.023656573587349558,0.7051317670365261,0,0,0,1,0,0
1609,0036-IHMOT,0,1,1,55,1,0,0,1,1,1,1,1,1,Bank transfer (automatic),1.2926098876093217,1.4853156362223028,0,0,1,0,1,1
1610,9763-PDTKK,0,0,0,4,1,0,1,0,1,1,0,1,1,Bank transfer (automatic),0.9838765184005188,-0.8375375802689731,1,1,0,0,1,1
1611,8727-JQFHV,0,1,1,57,1,0,0,0,0,0,0,0,0,Mailed check,-1.4610925829143573,-0.513125851624828,0,0,0,0,0,0
1612,4304-TSPVK,0,1,0,68,1,1,1,1,1,1,1,1,0,Bank transfer (automatic),1.664417816118848,2.449271840039161,0,0,0,0,1,1
1613,5148-ORICT,0,1,0,64,1,0,1,1,1,1,0,1,1,Mailed check,0.3182739320955183,1.089823818925575,0,0,0,1,0,1
1614,2234-XADUH,0,1,1,72,1,1,0,1,1,0,1,1,1,Credit card (automatic),1.2760113193722893,2.2373980750105464,0,0,1,0,1,1
1615,5383-MMTWC,1,1,0,8,1,1,0,0,0,0,0,1,1,Electronic check,0.6386262990702443,-0.7378270931172568,1,1,0,0,1,1
1616,8513-OLYGY,0,1,0,72,1,1,1,1,1,1,1,1,0,Credit card (automatic),1.6942952389455064,2.664650018740878,0,0,0,0,1,0
1617,5133-POWUA,0,0,0,1,1,0,0,0,0,0,0,0,1,Mailed check,-0.629504314239033,-0.9880290051743486,0,1,0,1,0,0
1618,6244-BESBM,0,1,1,69,1,0,0,0,0,1,1,1,1,Credit card (automatic),1.0104342275797706,1.9327124484885916,0,0,0,0,1,0
1619,1206-EHBDD,0,1,0,56,1,0,1,0,1,0,0,0,0,Bank transfer (automatic),0.5157968941162042,0.9814294387725816,0,0,0,0,1,1
1620,4283-IVYCI,0,0,0,9,1,0,1,0,0,1,0,1,0,Mailed check,0.0062208492393089915,-0.7667440160047573,0,1,0,1,0,0
